Date,Value
2009-01-02,0.0
2009-01-03,0.0
2009-01-04,0.0
2009-01-05,0.0
2009-01-06,0.0
2009-01-07,0.0
2009-01-08,0.0
2009-01-09,0.0
2009-01-10,0.0
2009-01-11,18541.6666667
2009-01-12,57500.0
2009-01-13,0.0
2009-01-14,1533.81642512
2009-01-15,5800.0
2009-01-16,5400.0
2009-01-17,0.0
2009-01-18,3966.66666667
2009-01-19,748.387096774
2009-01-20,1130.0
2009-01-21,750.0
2009-01-22,2233.33333333
2009-01-23,1243.75
2009-01-24,19400.0
2009-01-25,0.0
2009-01-26,447.826086957
2009-01-27,0.0
2009-01-28,0.0
2009-01-29,1008.33333333
2009-01-30,0.0
2009-01-31,527.272727273
2009-02-01,0.0
2009-02-02,5911.18449639
2009-02-03,16171.4435972
2009-02-04,0.0
2009-02-05,0.0
2009-02-06,547.826086957
2009-02-07,670.0
2009-02-08,290.909090909
2009-02-09,0.0
2009-02-10,1871.21471832
2009-02-11,2950.0
2009-02-12,0.0
2009-02-13,0.0
2009-02-14,677.777777778
2009-02-15,0.0
2009-02-16,393.333333333
2009-02-17,0.0
2009-02-18,0.0
2009-02-19,800.0
2009-02-20,0.0
2009-02-21,576.19047619
2009-02-22,0.0
2009-02-23,0.0
2009-02-24,0.0
2009-02-25,0.0
2009-02-26,0.0
2009-02-27,283.333333333
2009-02-28,1514.28571429
2009-03-01,0.0
2009-03-02,1325.0
2009-03-03,0.0
2009-03-04,441.545241725
2009-03-05,1475.0
2009-03-06,0.0
2009-03-07,361.290322581
2009-03-08,0.0
2009-03-09,0.0
2009-03-10,0.0
2009-03-11,3933.33333333
2009-03-12,760.0
2009-03-13,0.0
2009-03-14,0.0
2009-03-15,270.833333333
2009-03-16,0.0
2009-03-17,0.0
2009-03-18,871.428571429
2009-03-19,983.333333333
2009-03-20,0.0
2009-03-21,863.636363636
2009-03-22,0.0
2009-03-23,0.0
2009-03-24,0.0
2009-03-25,403.571428571
2009-03-26,0.0
2009-03-27,595.0
2009-03-28,0.0
2009-03-29,0.0
2009-03-30,353.125
2009-03-31,0.0
2009-04-01,0.0
2009-04-02,0.0
2009-04-03,0.0
2009-04-04,0.0
2009-04-05,676.470588235
2009-04-06,0.0
2009-04-07,0.0
2009-04-08,0.0
2009-04-09,0.0
2009-04-10,1742.85714286
2009-04-11,0.0
2009-04-12,598.958333333
2009-04-13,0.0
2009-04-14,0.0
2009-04-15,0.0
2009-04-16,0.0
2009-04-17,5303.42549122
2009-04-18,1322.22222222
2009-04-19,260.0
2009-04-20,175.713783675
2009-04-21,0.0
2009-04-22,0.0
2009-04-23,0.0
2009-04-24,0.0
2009-04-25,726.666666667
2009-04-26,0.0
2009-04-27,0.0
2009-04-28,0.0
2009-04-29,660.0
2009-04-30,0.0
2009-05-01,20500000.0
2009-05-02,816.034359341
2009-05-03,12200.0
2009-05-04,440.0
2009-05-05,1370.0
2009-05-06,0.0
2009-05-07,0.0
2009-05-08,0.0
2009-05-09,0.0
2009-05-10,11900.0
2009-05-11,0.0
2009-05-12,11274.5098039
2009-05-13,6582.85488022
2009-05-14,14300.0
2009-05-15,1140.0
2009-05-16,0.0
2009-05-17,0.0
2009-05-18,0.0
2009-05-19,0.0
2009-05-20,0.0
2009-05-21,0.0
2009-05-22,0.0
2009-05-23,0.0
2009-05-24,0.0
2009-05-25,0.0
2009-05-26,0.0
2009-05-27,0.0
2009-05-28,178.333333333
